Quote Text,Response Text,Label
"currently, in the u.s., when you buy a gun, you don't get it right away. it has to be registered and if you pass a sanity check, they'll approve it. it is because of this registration process that illegal guns are brought into the country and sold..., illegally. if you ban guns, this black market will flourish and the number of unregistered guns will increase. the crazies that want to shoot up a bunch of people will still be able to get a gun. i prefer regulation over making things illegal and banning them. i also prefer freedom over safety. but hey..., that's just me..., well..., me and a bunch of crazed, gun packing, red blooded americans ;)","oh yeah you're right! i suppose only sane americans get guns! no wonder 0% of the population are killed in gun warfare. oh wait, a considerable amount of people are killed by guns. silly me! of course all the sane people can also shoot who they want in some states, just because they feel threatened by it. sure keep guns, advocate them why don't you. after all, all those people killed, and the families of those people.. hasn't happened to you, so why should you care?!?! (noob...)",sarc
"dude, seriously, ask your parents permission before getting on the computer, please. that's what i thought archie. do you ever get tired of being so predictably dishonest and detestable?","i love how the rightie wingnuts think that obama is a socialist muslim when their own mentally defective vp nominee is a practicing member of the pentacostal church, and a creationist. at least obama's head is screwed on properly.",sarc
"i think she was being sarcastic :p how did you figure that out? :p well assuming 'this thing' is the philosophy of objectivism, i would be interested to know what emotions are too strong? yes there are several forums, some are dedicated objectivist sites; others are just forums taken over by extreame libertarians and such (many of whom are objectivist). i am there... sorta, but i want to debate not talk about how much i agree with someone :p you know... it was exactly the kind of situation someone like you belongs in. what are you talking about?",the ones that make you stupid. you are so passionate about this thing that your judgment is impaired. i am kind surprised that you let your emotions influence your quest for truth. atlas shrugged is as dangerous as the bible and people like you are as bad as religious fundamentalists.,sarc
sadly all the marketing around it is pointed on children whom simply aren't capable of deciding if they want to became addicted and die because of it or not. you obviously must have never seen a smoking commercial or public signs. you must not have a large brain either if you think that it doesnt affect the kids by even a smudge.  what they see is a 'cowboy' with revolver in one hand a cigarette in other.... and that is the primary source of smokers. oh really? where might i see this cowboy? might i have some evidence to support your appalling claims?,oh really? where might i see this cowboy? might i have some evidence to support your appalling claims? pick any cowboy movie .. any,sarc
"why, the god of the bible, of course! turning water to wine, walking on water, stopping the sun in it's tracks, raising the dead, etc... are all in conflict with the laws of physics but...who cares? 'it's god, damit, and he can do whatever he wants'! ...or, not.;) i agree, it is pure genius...especially how it has infiltrated politics and governments. emoticonxbanghead","he can't sin, get a teenage girl knocked up on a one night stand, but not sin. slaughter innocents personally or command his followers to do so but can't sin. oh yes he isn't very good at watching out for his kids. i mean look at adam and eve and then he got another chance with jesus and look how that turned out. and see above for other things he can't do.",sarc
"totally, now believe in my dragon lord king greeble the creator and master of the universe. he exists because i say he exists. now, let us pray to the one true creator of the universe king greeble the dragon lord.","there is no problem in what you 'believe' in. science is irrelevant in many beliefs. just sole belief in a deity and his disciples, is what many religions revolve around. but, i am astounded by your god's name, no harsh feelings. a dragon lord king is quite a mouth full don't you say? can we just call em, greeble. :)",sarc
"i would not be concerned considering the source - newsmax is a notoriously right-wing site that is hardly considered a reliable source.they are about as reliable as the john mccain campaign or fox news(hee hee). newsmax has a list of false claims. and quite personally, most of the claims seem kinda wacko - way out there. send it into factcheck or something.",wow! i didn't know that. thanks! should i read the new york times instead?,sarc
"howard dean says kill the bill. a great ed show interview with arianna huffington viewable at this huffpost link.  also an interesting exchange afterwards with joan walsh and brad blakeman. as ed says to joan -- the key question she never answers while disagreeing with dean -- is when did the republicans ever need 60 votes under george bush? it's a shame, grasshopper, you don't read or view anything from sources you fundamentally disagree with (including the declaration of independence, i gather), so therefore you cannot discuss it. after all, you might have 7 years of bad luck. emoticonxrolleyes","you really need to stop reading such biased, uninformed digital-age fishwrapper. i can think of at least one instance off the top of my head, justice alito's confirmation. the democrats threatened to filibuster bush's scotus choice. the gang of seven democrats agreed not to filibuster in return for the republicans not to use the 'nuclear option'. it was in all of the papers. i'm surprised that the leftwing rag missed it. emoticonxrolleyes",sarc
"money is only the root of all evil. actually god is, but money is in second place.",oh yeah god is the root of all evil! tell that to the person who was about to murder their spouse for cheating but refrained from doing so because they believe that god is watching. how about that damn evil mother theresa too,sarc
"ps the earth is neither flat nor round lol wtf? the earth isnt round???!?!?!?!?!!?!!!!?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  i was right. you suffer from fuckedintheheaditis!! inconclusive riddles??? lmaooooooooooooooooooooo retard. more like bullshit. i try and hide my racial biases?? good god. i should use you as an example of humans with shitty lives. instead of 'think of those poor africans' it should be 'think of dacey - the stupid, white trash, ho, tramp from australia' you should be an advert of the negative effects of prostitution, rape, murder, drugs and amy winehouse rolled into one.","it looks like you have tried to analize everything i say as being 'my' life experiences. i really enjoy your abuse , i would love to meet up with you some day. my life is fantastic actually. i dont know why i have to keep repeating that. what about those in haiti right now ? what about others? i think they are more important than your fucking sulking over the americans lousy pronunciations.or me whining over you being an arsehole. as for amy winehouse , no reputable establishment would dare touch the skank.",sarc
the only philosophical cowards around here are trolls like you and your lapdog samiinh here who's desecrating the name of honest abe by stealing his handle.,"another attack from one who claims to be a loving christian. oh well, i'm not surprised.",sarc
"that is not for us to say. gods grace extends to everyone, no matter what we have done.","i must be blessed to be surrounded by so many posters with a direct line to god so that they know who is saved or in hell. with christians as well-informed as this, i'm surprised god doesn't just retire and let them take over. after all, 6,000 years since creation must be enough for anyone.",sarc
you're on. let's wait and see what it says. it should be hilarious to see the extent of how far he's managed to delude himself.,"look. it responded again. i swear, it just gets funnier. look at how far he's managed to fool himself: ' you are pissed at me for simply speaking the undeniable truth. does the truth normally piss you off?' lol. i'm not surprised that a skinhead and potential kkk member thinks that his perspective is absolute while everyone else's is inferior.",sarc
"sympathetic jurors do not make decisions based on facts. there is no need for you all (y'all) to feel as i do. god forbid we should all think alike. i'm just getting feedback...seeing who really has balls and who doesn't, among other things. i trust all my peers to be human. considering the bell shaped curve of possible reactions to various stimuli, that's not saying much. regarding the mental illness, why don't we just lock up mentally ill murderers for the rest of their lives?..no release for any reason whatsoever including some future psychiatric evaluation that claims the murderer is now ready to go back into society?",i love when differing from someones opinion is 'weak'. such a convincing argument.,sarc
but they single out polygamists. this is a very disingenuous rebuttal of yours to steeeeve's point. it's like saying that we should just leave sodomy laws in place or state marriage amendments because the laws apply equally no matter what the race or creed of the gay people involved. obviously you're either completely missing steeeeve's point in using polygamists to analogize the issues here or intentionally avoiding it.,"i am surprised to hear you, a card-carrying christian, defending the civil rights of polygamists! wonders will never cease!  obviously the point flew right past your noggin. gay people are discriminated against because they are gay! but then, you folk think that's just fine. a few years ago, you'd have been blowing hard about 'activist' judges allowing interracial marriage. how dare they stand up for equal rights! emoticonxrolleyes",sarc
"wow. talk about mental problems in a can... not the issue. you claimed my signature isn't valid and proves nothing. therefore you must disagree with it. therefore if you disagree with it, you consider that christanity is the sole religion on the planet.  irrelevant.  you disagree with my signature. therefore you believe that every other religion except christanity is not a religion.  i suspect you don't actually believe this and you're just trying to cover up for your giant cockup. if you actually believed that christanity was the sole religion on the planet, you'd have no problem walking into a mosque or a synagogue or a temple and saying to all those believers that their religions don't exist.","child, your assumption is not only simplistic, childish and patently ridiculous, but it is coming from you so i'm not surprised at all that you're making it. you can deduce and somehow read into my rejection of your statement being evidence of anything is claiming that christianity is the only religion, but i made clear above that my only intent was to show that your claim that your siggy proves anything at all is patently absurd. but make of it what you will. i'll give you the last word to spew your lies and delusions about what you want to say i believe. so have at it little boy, er, i mean, child. emoticonxbye",sarc
"while china has more troops, they don't have the equipment to utilize those troops. the chinese may have the largest infantry, but the united states has the most advanced technology, the largest navy, the largest air force, and a lot more purchasing power.",774 billion to china in debt... where are you going to 'buy' new technology? oh right... from china.,sarc
you probably can't figure it out becuase your brain is not following a logical thought pattern. we are discussing sexism here and not why someone's husband did this or that. please try to stay on topic. :)-,"lol, i love how everyone seems to feel the need to out-wit rk even after over 50 days xd",sarc
"as i said above, would you care to link to the description section where it say's this, because i couldn't find it. that would clear this up and prove your point that i'm in error. how bout it?","archie, it's already 'cleared up' that you're a liar. you claimed to know what he was about. you claimed it was a 'secular site that's dedicated to exposing the homosexual, extreme left, communist and anarchist agenda'. but he's not really interested in 'homosexuality' at all. and i find you're 'couldn't find it' to be incredibly absurd. it's on the web-page where he talks about the event in the first place. if you actually start clicking to see the pics and his comments, it's right there! i'm not linking to pornographic material on this web-site. the header of that web-page reads:  'up your alley fair san francisco, july 27, 2008 part 1' i am incredibly amused that you repeatedly lie all over the place on this web-site, but then you press others for proof.",sarc
"ask anastasia about angelina. she spent time retouching nude photos of her. for work of course, not for my birthday present.","oh hun i am sorry, i'll get right on that :) but yes i retouched her scars, she's a cutter for sure...",sarc
"shes pro- gun whats your point? i saw it on fox news. i don't have any' bro's.' that are lunatics, how bout any you other guys?  no i heard it on the news. what would we need with one when there's nothing wrong with our souls? though yours and some of your buds. here may need one.emoticonxbanghead","she was never 'pro-gun' to you people. she was an anti. omg they reported on something. not exactly ready to help her reputation out before she was shot, though, were they? you have lots of bros that are lunatics. and one of them just shot and murdered 6 people, including a federal judge who was sitting on an immigration case and a congresswoman who opposed to arizona's immigration law. arizona: your land of cowgirl jan and cowboy sheriff joe.  i never heard of anyone who truly understood what a soul was, who thought they didn't need a mirror. i'm not surprised you think yourself at the level of god himself, able to judge who has a soul and who doesn't. it's the same psychology your bro with a gun just demonstrated.",sarc
"forget tictaalik, how about the modern walking fish, after all he's still here. here, watch the video. http://www.csiro.au/promos/ozadvance...shwalkmov.html so tell me did your walking fish have lungs? did it breathe air or walk on land? can you prove that aspect of your claim? of course you can't but you will claim it anyway wont you.","it's my first day and i'm already wishing forums had an ignore button. this really is my first day, and i am frankly flabbergasted. is this (archie-types) an ongoing problem here, or an isolated individual? i feel like i'm arguing with my 6 year old niece. i'm asking everyone out there who has been there for a while. seriously. as a former christian, i have numerous christian friends whose conversation and opinions i respect and think i could learn something from - but, well...jesus, is this the norm around here? this is not a rhetorical question.",sarc
s/he's a drama queen guys. s/he's eating up the attention. now grind on the organ and watch the monkey dance some more. ;),"she? uh, you don't know me like that, miss thing. you're the one with more pudenda than the pointer sisters. and i'm not eating any attention. i'm mildly amused. i haven't seen any evidence of your reputed prowess here. and why don't you ask the real monkey to dance? somebody at home.",sarc
"that'll be the day. how do you propose to educate an atheist when you can't even spell 'atheist'. it's atheist, not athiest. glad to educate you. have a nice day.",oh dear.another one that gets a hard on when they see a typo....emoticonxchicken,sarc
"here you go again. you are sick. sick, sick, sick. i think i might need to report you to the authorites. you sound like a serial killer. and we don't need to hear anymore about your sexual proclivities. just because you are lonely, doesn't mean you have to go out and kill people. how do you even make that connection in your head? you need some serious therapy. and lay off the sauce buddy. i don't think it is doing you any good. where do you find a blender big enough to put a lady in anyway? i'd like to find something like that. are they available in kichen supply stores?","first of all, let me just say that that is an excellent whitesnake song. but i'm a little surprised!emoticonxwow all the complaints i got about giving out my personal problems and here you are complaining about wanting a relationship. does no one else see the irony in this? the problem is obvious to me. okay i take that back, it really isn't. does going to kichen supply stores really help?",sarc
too late not a virgin anymore but that does not make me a dirty person. if anyone wants to stay a virgin they can make that happen but what does cleanliness have to do with it. i prefer to date someone and if 'it' happens it happens,"i'm shocked! shocked, i say!!! you seem so pure! roflmao....sorry!",sarc
"so, in one thread you are whining because he pays a lower tax rate than his secretary, but in this thread you are gloating because the legislation he suggested to fix that got shot down? you are a strange, strange man.","wrong again daewoo; but at least you are painfully consistent. i am merely pointing out the hypocrisy and level of ignorance obama displays every time he opens his economically clueless and divisive mouth. but then, who would ever accuse you of getting anything right? once again, the buffet rule is for the gullible and clueless to glom onto in a vacuum of reality and the fact that it would do nothing to solve this nations problems and is merely a diversion from the massive failure this president has been, more so than even carter.  i cant say i am surprised you would glom onto such an idiot talking point.  it is only strange for someone who is so completely clueless that they cannot even comprehend a simple thread premise.  so were you born this clueless, or deliberately play the role of someone who is patently clueless?",sarc
"i don't think that killing people as a form of punishment is setting a very good example to the rest of the world - if the public start to see authorities giving people death penalties, everybody will just think that killing is ok and it will be a vicious circle! the best way to get through to people, i think, about what they've done wrong in society is by teaching/encouraging/inspiring them, not killing.","if we killed more people that were guilty of their crime more people would not want to commit the crime because of the circumstances. if they don't care about the circumstances they are insane. 'i think, about what they've done wrong in society is by teaching/encouraging/inspiring them, not killing.' so you want the government to brainwash them?  are you kidding me? what planet do you live on?! 'oh, you killed someone but we're not going to punish you at all you just have to go to therapy.' you're joking right?",sarc
"no no! through the power of god, the animals all came themselves, and lined up ready for the ride, haven't you seen the movie?!?","i'm always astonished that creationists try the 'lots of cultures have stories about floods' gambit.  yes, lots of cultures have stories about many things. either there was one great flood at one time, or there have been individual floods. since humans tend to congregate in river valleys, i think i know why all the flood stories contradict each other...",sarc
"if they're just hanging around amongst the minions, that's perfectly legal and not spying. after all, freedom of assembly also applies to federal agents. :)","were it so simple. for the agents to 'freely assemble' among us they, or their superiors, must conclude that we are some sort of threat. would that make you feel loved? on a side note, i'm always surprised at how 'conservatives', normally so worried about government waste, take such a waste of taxpayer dollars so glibly. fbi investigating kiss-ins? joining subversive 'terrorist' xxxx biker groups?",sarc
"no, it wouldn't. i suspect the manufacturer chose to stop participating because it didn't make economic sense. feel free to organize your own challenge to the consumer product safety laws of ca.","oh, how about the other states charge a special fee to inspect anything imported from kalifornia? seems like there was a little trade war going on over oj from florida and texas once and kalifornia lost.  what does the constitution of the u.s. say about powers prohibited to the states? reckon kalifornia is bound by the u.s. constitution? emoticonxagree",sarc
"go ahead, delude yourselves. that's what you do best. emoticonxrolleyes","i love it when straight, christian folk who disapprove of gays seem to know so much about what it is to be gay - how it feels, how they became that way, the nature of their relationships and whether or not its something they can control. hey archangel - if you ever need brain surgery i know a fantastic auto mechanic you can talk to. emoticonxrolleyes",sarc
archangel just does not want gay people to get married because he is mean. he has his marriage and does not want us to be happy.,"oh yes matt, i'm just an angry little ogre who can't stand to think that gays might find happiness in this lifetime, [sarcasm]. get a clue matthew, i have no personal investment at all regarding your life or your lifestyle. all i'm doing is sharing the spiritual truths that you hate to hear or consider. don't blame me because you live a life of delusions and self deception, because that is the life you are living. and none of those so called good people who encourage and show tolerance for your chosen lifestyle are your friends at all. and yet you prefer their lies to my truth. go figure huh?",sarc
it is the wind it is the wind  it is the wind why is there a 50 character limit? it is a waste of time.,wow nice job! the 50 character limit is hard to reach and it is a waste of time but up vote for you!,sarc
"i'll bet you're just a barrel of laughs to work with. the grinch who stole halloween, the best holiday of the year. did that move get you voted employee of the month from your co-workers? there was no such thing in any dracula movie. and halloween displays 'could well be perceived' religious displays? please. you sound like one of them dour militant christians. i think you entirely missed gaetano's point.","that's me, and proud of it. but i guess you get your jollies when pagan religious symbols or a pagan religious event can be displayed / practiced, but to heck with anything that might resemble christianity? real nice and equitable there, moose.  it got me a lot of 'excellent!' and 'way to go!' remarks from a number of co-workers.  bull. i've seen it, though it's been many decades now. get real. halloween itself is a pagan religious event, if you will do some research for a change. once again, pagan-related religious themes are fine, but screw the christians.  aren't you one of the libs who tries to sell their 'tolerance' (except for anything christian)? reckon so.",sarc
i didn't say man did anything to make the glaciers retreat. again with your strawman arguments? glaciers have been advancing and retreating for far longer than man or any early prototype of man has been around.  so i will ask yet again...do you have a point?,"i have several that i want everyone who engages in the 'man caused global warming' debate to consider.... and i thank you for helping to illustrate some of those points for me (bold text above). asside from the points we've already discussed,... i am a bit intrigued by the fact that many of your ilk (concerned about saving the lives of millions by reversing or slowing the warming trends of the planet) are seemingly oblivious and uncaring about the millions who are deliberately killed in the name of 'choice.' isn't the decision to drive an suv a choice as well? emoticonxrolleyes",sarc
"geez, i better be double sure about my spelling/typing. emoticonxrolleyes  apparently jim's trucking has recruited some new members to join him in the spelling police. i'd hate to get my wrist slapped. :(  waxy",not likely waxy: i just thought snakespit's scornful post would have been more effective if he hadn't used 'dear' three times when he meant 'deer'.,sarc
"about the rubber? you mean the 'rubber' the kind you use to ... emoticonxangel rubber 1 (rbr) n. 1 slang a condom. 2. one that rubs, especially one that gives a massage. i thought they were made of latex. and by the way rubber for tyres is synthetic not natural emoticonxdonno i am glad to see that your innate ignorance is still pristine and does not prevent you from voicing opinions. :)","your reputation  la savoir faire with dirty notes precedes you, darling. no need for mommy's little boy to wiggle down his pants and expose himself some more. meaning, too, your ignorance, not mine, since the connection between the vietnam war, rubber production and american tire manufacturers is documented and known. go visit your local c.i.a. source for further information, dw, for starters.  be sure to take your teacher clown nosey with you.",sarc
"Could this be the beginning of Cold War II, with Al Gore duking it out with Putin?",Al will need to get a little fitter before the fight but I reckon he could take him! ,sarc
"here in san francisco, hiv is talked about all the time. a frank discussion on the national level would be a welcome change, especially since the bush administration wants to cut back on the prevention programs that have worked here. and here are a couple more articles: new cases of hiv in san francisco dipped nearly 10% in the last five years, marking the first drop in infections since the late 1980s, according to preliminary estimates from the city's department of public health. the first one is from sfgate, so you probably won't trust it, tainted as it is by just being in san francisco. la is probably too librul for you to trust, too, so you may just have to google and see if fox covered the decrease in rates. http://www.sfgate.com/cgi-bin/articl...ag5ii16js1.dtl http://www.latimes.com/news/local/la...nes-california","this seems like a begging the question fallacy. lets just assume that they 'do not' have control over it...it would be the same thing for an alcoholic (which people are also born with). are you saying alcoholics should be allowed to live in this lifestyle? i guess it is societies fault emoticonxrolleyes looks like jyoshu's reactions were correct for you i am pretty surprised no one is like 'yeah, this is still a problem'..instead they are going '25%...that aint too bad'. even worse, they blame other people. in fact, robbie says gay men are acting 'recklessly' because they aren't treated as 'normal', yet he believes that gay men are ready to have families. how can you be reckless yet be ready for a family?..or rather, a good family?",sarc
"please do not try to win (win their souls for god) the atheists. the bible says 'the fool has said in his heart, there is no god' (psalms 14:1). better you debate with people of understanding. again the bible says that, 'fools only pleases to express his own ideas, he is not ready to accept the valid things'","isn't that amazing that you were the fool all along? oh wait, you are to simple-minded to understand that. carry on.",sarc
"18 fun challenges for evolutionistsCarl Sagan, the modern-day evolutionary spokesperson has admitted: ""The information content of a simple cell has been established as around 1012 bits, comparable to about a hundred million pages of the Encyclopaedia Britannica.""",That has to be a typo my friend. If you can compress the EB into only 1012 bits then you can write your own ticket in the field of data compression! Lets see 100 million pages into 1012 bits - fantastic - please tell us how. I really would like to put the entire literature of mankind (and more) on an Ipod. ,sarc
grow up... this is not about sex - far from it... geeesh...,"gee, i'm just bowled over by your mature and articulate counterargument.emoticonxrolleyes we all know genitals have nothing to do with sex.",sarc
"you said that re: the trojan war. you asked, should we believe that the greek gods exist. your attack on traditions per se fell apart when you attacked one known to be based on fact.",i am none too surprised to see that the point was totally and utterly lost on you.,sarc
so you don't consider a woman's right to vote a civil right??? interesting. emoticonxwow  the civil rights act of 1964 and the amendments were the most relevant and influential elements in civil rights--it seems the trend these days in your movement is to not use acts and amendments but instead to use the courts as a means to an end to avoid using an act or amendment. probably because you know you have a snowball's chance in hell of getting one.,i so love it when you have to work so hard to avoid any points i made. i take it as assent to my original post.,sarc
"i am not trying to be rude, but it does matter which god you are talking about. if you do not talk about the right god, ie, the christian god, you will spend eternity in hell.","wow, so everyone else is just wrong. no chance you could be? i am willing to bet that you also disagree with many christians or they disagree with you at least.",sarc
"the individual's right to control her own body, have security of her own person, cannot be imposed upon. everyone is free to share an opinion on the issue, it's free speech.","wow, in your very warped world view, people with moral values that defend the most defenseless among us and speak for those who can't speak for themselves are seen as morally perverted by you? how terribly pathetic of you capo. but sadly, i'm not the least bit surprised at how incredibly shallow your perspective is. what boggles the mind though is that you're unable to empathize with a whole class of human beings whom you once were yourself. just think about it capo, can you see what that say's about you?",sarc
