Quote Text,Response Text,Label
go do a google search and find out. how many babies have you supported killing?,"are you a little bit retarded or something? don't get me wrong sleazyrider i love babies, they're delicious!",sarc
"i honestly don't care what you believe about my comment but the reality is you were prejudice about it while at the same time claiming i was the prejudice one. it honestly makes me laugh because it was that ironic. the simple fact that i rarely/never use the word 'lifestyle' for 'gay' would indicate that i meant something different than 'gay'.  unlike many i use words that i find represent what i try to get across. for those that don't know what the word 'lifestyle' means i have taken the liberty to post it for you below: the habits, attitudes, tastes, moral standards, economic level, etc., that together constitute the mode of living of an individual or group. http://dictionary.reference.com/browse/lifestyle","doh, you used the 'l' word. how dare ye! (tsk, tsk) :p don't you know? you can't use the term 'lifestyle,' you have to use the description of lifestyle instead. that usually works much better. gotta know the rules to talk with the gay rights folk here, don't ya know? lol see, if you use the word, they can't stay on topic and so then your use of the 'l' word becomes the topic. it's just too damn distracting for 'em.",sarc
"there was a catagory 5 hurricane back about 105 years ago that hit texas. as long as catagory 5 hurricans have been happening, it doesn't make sence that catagory 5s are created by a cold war device. now the fact that there is a hurricane in the pacific ocean (it's named a boys name that starts with the letter 'm'. hurricanes are not supposed to happen in the pacific ocean. the fact that a hurricane is in the pacific ocean when usually in the pacific ocean is a typhoon (and a cyclone over austrailia) suggest something odd. emoticonxwow","so, global warming no, but weather control devices, yes? perhaps too many people are playing red alert these days...",sarc
People should be responsible for their actions be they man or woman.......Why does the innocent unborn baby in the womb after to pay for the mistakes of its parents?,"Tell that to a 17 year old kid!! Haven't you ever been a 17 yera old horny ****** befor?Wait I forgot who I was talking to,.. more than likely not.",sarc
if you are a woman you don't want them between your legs with their invasive laws.,"uh huh. you prefer to be left alone so you can butcher all the unborn babies you want. besides engaging in infanticide, do you know what's wrong with your liberal mentality? you've slaughtered a whole generation of future scientists, teachers, and taxpayers - the latter in sufficient numbers that they would have been able to fund your invasive obamacare in its entirety, along with other nanny-state entitlement programs. turkeys. you losers ought to be caned and deported.",sarc
i'll answer your off-topic aggression with more off-topic aggression.  'we' are the people with iqs above 21. :),"you and omegawatsit are the we? or are you the same person? whatever, i'm glad for you. keep up the study and you might achieve the dizzy heights of the mid thirties by next year!",sarc
"i guess you're reading it wrong, then. back then, marriage was a commitment to one another and did not have legal meanings. that's just it. if you want to go by the original definition of marriage, like so many anti-gay people talk about, no one who gets a marriage should get legal benefits. however, they would never be willing to give this up, so by denying gays the right of those same benefits for the same commitment, it is just pure and unadulterated bigotry. by the way, look at post #9 to see what i think of the whole civil union movement.","so was dominating and enslaving of women. doesn't mean we should do it just because it has historicity.  actually i've heard this idea by numerous people, on both sides of the issue. i can see the merits myself--give couples' benefits in a way that doesn't utilize a cultural and religious institution that has nothing to do with legality to begin with. that way at least cultural marriage doesn't have to be redefined to any extent and legal benefits would no longer be any sort of reflection of any one group's cultural and ideological views.  by the way, what do you mean by 'anti-gay' in your phrase 'anti-gay people'? that's always important to nail down.",sarc
"what about your son, as mary did? taking revenge on the wicked is god's perogative.","irrelevant. what about the common people that weren't blessed with god's son? revenge: definition, synonyms from answers.com tr.v., -venged, -venging, -venges. 1. to inflict punishment in return for (injury or insult). 2. to seek or take vengeance for (oneself or another person); avenge. n. 1. the act of taking vengeance for injuries or wrongs; retaliation. 2. something done in vengeance; a retaliatory measure. 3. a desire for revenge; spite or vindictiveness. 4. an opportunity to retaliate, as by a return sports match after a defeat. tell me, simone, how exactly does using force to defend oneself qualify as revenge? revenge is tracking down the person that wronged you and cutting their throat when they're at their most vulnerable. revenge isn't killing your attacker because you're in fear of your own life.",sarc
"The 14th amendment made the 1st amendment applicable to state governments as well. 14th amendment: ""The validity of the public debt of the United States, authorized by law..."" Is there something in that you find unclear???","So lets see, you referred to how the 1st amendment applied to the states, posted the 14th amendment privileges and immunities clause and then asked if I thought something was unclear. Of course the privileges and immunities clause is often mistaken to have incorporated the 1st amendment by people who don't know what they are talking about but this is merely coincidence because you randomly quoted part of the 14th amendment but implied it all. Now if I changed it to what it said above would you feel that is an accurate statement? Probably, considering you don't seem to understand a blatant difference between ""original understanding"" and ""original constitution).Your pride ruins you my friend.",sarc
its because if you want to change law you shouldn't be able to exploit the judiciary..you need to do it like everyone else has (up until 50yrs ago) which is go convince the people and run it like a democracy.,"what country are you from? in america the people have never had the ability to decided law. the legislature writes it, the executive approves it, and the judiciary interprets it. the people have no direct say what so ever.",sarc
"What was it they said about statistics? Oh yes, I remember: ""Lies, damn lies and statistics"". I think Jaaaman's sources are agenda pushing behind a screen of figures.","Dude, you only figured that out now? I'm disappointed in you. just joking. Everything he states has a hidden agenda.",sarc
"oh, and btw, cooperative mechanisms of evolution are perfectly compatible with darwinian mechanisms. it's still a matter of determining which genomes survive into the next generation, and if genes that have 'learned' how to cooperate are better survivors than those that compete too aggressively, then darwinian theory predicts they should increase their frequency in the population. biologists have used game theory extensively to model how balances between cooperation and competition can be maintained in a genetic population. but what we get from this sort of perspective is not a refutation of darwinian thinking, but a more complete perspective.","so why have darwinists ignored symbiosis for decades if it was so compatible? same with developmental biology? why have developmental biologists been locked away in closets, never to be heard from until recently when they've forced themselves upon the scientific community? the reality is you have no choice: accept that organisms cooperate with each other and respond purposefully and intelligently to the environment or else. tell me though: do you now admit that individuals evolve, not populations?",sarc
"your christian apologetics are noted. nowhere are you able to defend christianity marching against the heathen. sorry, but your apologetics are lame.","'lame apologetics'? well, i guess if you say so, with your invincible assurance of being right whenever you open your mouth, it would be futile to contradict you.  at least you haven't accused me of being 'prejudiced' against science.  james.",sarc
"i think i know where your head has been lodged but i will refrain from saying it here. you obviously missed the whole part i cut-and-pasted about tadpoles. you need to do some reading on evo devo. in polyphenic development, hormones control a switch between alternative developmental pathways so that individuals with identical genotypes can develop dramatically different phenotypes. the hormones that control polyphenic development (juvenile hormone, ecdysteroids, and a few neurohormones) are the same as those that control insect metamorphosis. hence an understanding of the endocrine regulation of metamorphosis has proven essential for understanding the control of polyphenic developmental switches.  http://www.biology.duke.edu/nijhout/polyphenism.htm your silly theory is way outdated. get with the times, man.","this is supposed to be meaningful, coming from someone who won't even read the replies in his own train wreck threads? get real.",sarc
and you are an excellent example of those who believe want thecracy. who profess to love freedom but are in fact liberty-challenged. the fact that you have said nothing in response to this charge after multiple posts is quite revealing.,"show me the post where i want a theocracy or eat it.  back at you.  god creates life in a mothers womb (psalm 139:13, etc.).  you can't stand the truths in the bible, can you? you have to hem and haw and do a barack obama and try to spin it away. it's not working for you, pappi. jesus is the resurrected savior and god creates life. and you can't stand the truth.",sarc
"uk crime doesn't seem to correlate with the gun ban. i'm not too familiar with it to be honest but it has gone up and down at crazy rates over the years unrelated to the gun ban. dropping in all states regardless of gun laws. again, doesn't seem gun laws are what changes the crime stats.","so steeeeve, how long have you supported the confiscation of all privately held firearm in the us?  c'mon, you know you want to.emoticonxkillemoticonxclown some gun-grabbing anti-constitutionalists wear a rather convincing disguise.",sarc
"Actually no such right exists, for you or anybody else. Not in the US Constitution, not in the UN Declaration of Human Rights.",Really? Why don't you go out and start randomly hurting and killing people and see how far that argument gets you in court.,sarc
"You assume too much. As I've pointed out before, I don't hate gays, I just don't believe that we should redefine marriage for them. Period.","You call me or a family I may have, a perversion(sorry the word was ""perversity""), but that is not hate? I believe I am probably younger than you, but that doesn't mean I was born yesterday.",sarc
"just because he's a whacko doesn't mean he was alone. after all, look at all of you on this gun board.","not much on psychology either huh? whachos pretty much just run alone, sane people will have nothing to do with them. are your handlers programming you for the next hit?",sarc
"you could probably start by not calling the majority of people anti-moral, anti-family, anti-equality, anti-American, homophobes. But thats just me emoticonXRolleyes","The truth hurts doesn't it? They are anti my morals, anti my family, anti my equality, anti my america, and defintely homophobic and I would add one more bigot.",sarc
"why would god want a cowboy to spread his message? after all, cowboys have the stigma of being arrogant, stubborn, oblivious to subtle cultural traits, not the delicate cautious type, so and on so forth. seems like a bad vehicle for god.","because gc hears things all woggly. the message from god is for shepherds to tend to ignorant, mindless sheep. but, with dope-smoker ears, and american ignorance it translates into a cowboy...who rustles cattle...and heads them to a quick slaughter. it's like, when the anti-chist makes his appearance, i'll be gods slaughterman. effectively and efficiently removing tru-believahs from the world...cause god forgot some in his rapture thingy (i forget how the logic of these events is supposed to play out...) ummm...aren't we overdue for that bloke to return already? i'm getting antsy for the 2nd coming and all the excitement that leads up to that glorious event. think holding my breath will make it happen any sooner?",sarc
gays are more prone to hiv infection...maybe they have bad role models. maybe old camp fruits like you are not the best role models. 'sex with whore or sex with gay..put a rubber on it'...get that tatooed on your forehead and do your gay friends a favour,"behavior dictates risk. some practices are 'more risky' than others. but to say gays are more prone to hiv infection, suggest that heterosexuals are immune, or less prone...which is factually false. role models?? what are you talking about? you don't even know.  old camp fruits? you've lost the little mind that you had.  your daddy is more of an 'old camp fruit', than i ever could be, girlfriend.  and i'm in a monogamous marriage for the past 10 years. i need no announcements. you?",sarc
"i don't keep track of who is who, but whoever is pushing for hate crime laws that establish gays as a protected group with special legal rights. on the other hand there are some groups pushing only for equal rights, e.g. in marriage and in the abolition of discriminatory laws. utterly irrelevant. i have no interest in groups 'classifiying equal rights as special rights', i'm talking about some demanding special rights, others equal. again, utterly pointless. i believe in equal rights for all people. not one set of rights for whites, one for blacks, one for women, one for men, one for gays, one for straights. that apparently means i hate gays. take a look at this garbage: http://www.foxbusiness.com/story/cou...e-homosexuals/","not true at all. hate crime legislation protects straights as well as gays. nothing 'special' there. so you make a claim, but can provide no example to document the veracity of your claim. meh... what i expected. the ruling is garbage. 'ex-gays' are supposedly straight, right? so they are already protected under existing legislation. if we had a bunch of democrats who changed to republicans, and then insisted they should be known as 'ex-democrats', would we need another legal status for them? no.",sarc
"I believe it's rather common knowledge around here that your premature synaptic transmitter aberrations and neuronal abnormalities, along with myelin sheath decomposition and sodium propagation deficiencies, contribute significantly to your continued cognitive dissonance and penile incontinence.  I also recommend you go to the store and buy a hat before somebody stretches a you-know-what over your head.","So let me get this right. To counter Accipiter's statement that you have the intellectual maturity of a 10 y/o, you string together a bunch of words that you don't understand in context that makes absolutely no sense? Point - set - match Accipiter.",sarc
i thought that this would be a good thread to distinguish between socialism and communism. i think most people do not really understand the differences between the two.,"oh, so business owners don't make 'real' contributions to society? whoa boy, slow down there. i didn't say that government offices should be passed down. what are you going to do...make inheritence illegal? you didn't read my answer obviously. just because people have money doesn't mean they have to share it. the government doesn't have the right to take money away from the rich and give it to the poor. so what if rich people don't give money to the poor! it's their choice. god tells us to give money to the poor, but he also gave us a free will. it's not the governments responsibility to help the poor, it's the church's responsibility.",sarc
"just like god, i can only decide about you with the evidence i have available. everything about the way you act says i'm right; your protestation ring as hollow as a really, really hollow thing. (i never claimed to be a master of metaphor :) ) you never miss a chance to tell everyone that you're going to heaven and they aren't. sounds like someone boasting about their exclusive country club to me. there's certainly no humility in the way you present yourself.",really? i never miss the chance to tell everyone that i'm going to heaven? i challenge you to quote me ever bragging that i'm going to heaven and you're not. what i have done is promised you mockers and scoffers that the day will come when you will learn the truth about how wrong you are to reject the living god. but never have i boasted that i am going to heaven while you're not. and never has my motivation for promising you that you will ultimately learn the truth been to make such a point. so quote my posts kronus. prove me wrong and defend your lying claim. and i want links to posts in context to the debate and point being made at the time.,sarc
"I'm having a ""Groundhog Day"" experience emoticonXFrazzled I was under the impression that it was traditional to ask the question before the answer was given","How do you know it is him? It's a simple question. IF he is writing as Lurch, and someone else comes onto a board, as Ungerdunn, who is just as rude (which is what you are saying), you assume it's the same person? Or, is it because they both claim to be biologists? I guess that having another person enter a forum, and claim to be a biologist would narrow it down to just the same person emoticonXClown All you've done is said you know it is him because one writer is as rude as the other... and that this gives his identity away by some mysterious process, probably I don't understand this as I've never read set-theory! emoticonXWow What should be a very easy question becomes you repeating ""I know it is him"".Also, has he been banned as Lurch on these other fora?",sarc
i didn't need to vote for obama to know more than you.. considering you live in a world of delusion.,"black unemployment is at 19 -20%. the economy is in the toilet, as are obama's approval ratings. and you're swilling kool aid and saying you know best? lol! that's why you liberals are dangerous. you're too steeped in folly to understand what's going on. how's that hope and change working out for you? emoticonxbouncer epicurus apparently never read the book of revelation where god levels the evildoers. and you look up to that? what's the matter with you? you didn't read it either to know epicurus is three sheets to the wind on that? that's why you liberals are dangerous.",sarc
"Cappy: How sad that you are unable to get this through your twisted brain. The woman with the help of a man, determined a pregnancy. The natural course of any pregnancy is 40 weeks of gestation then live birth. That is the NORMAL, NATURAL course. A woman wanting to end that pregnancy at any point of the gestational period is going against the normal course of nature. The government, in such cases, in the interest of the continuation of the human species, should be able to assist these pregnancies through to live births and make adoptions easier, NOT enable murder.","Ok, so if we are going to let everything take the ""normal course of nature"", then lets just let everyone die. Have cancer? Too bad, its the natural course of nature that you die. What about heart failure? Sorry, no paddles of life for you. We're going to let nature take its course. Just like your beloved pope, nature is not always right.",sarc
"this outta be good. a creationist actively making himself look like a complete idiot. normally we have to pay for kind of entertainment.  besides, even if he somehow manages to prove that ridiculous claim, that doesn't actually prove god. like i said, normally we have to pay for kind of entertainment.","whoa! duo. give the kid a chance. it seems that you are skeptical that he can offer empirical 'proof' that his god exists. certainly, since he is a 'philosophy and theology' major he must understand the implications of 'proof' in the context of science, as well as the meaning of the term 'empirical'. after all, wouldn't those ideas be something that a philosopher would be expected to understand? so let's await his 'empirical proof' without laughter. wait until he presents his 'empirical proof' before we laugh.",sarc
"i didn't name the play because i don't remember it--but, i do know that wasn't it. which error? no link necessary. you go to the public library and look up the oxford english dictionary--which i explicitly named. found a link for you: http://www.kjv-asia.com/authorized_v...d_scholars.htm '1611 shakes. wint. t. iv. iv. 154 your hand (my perdita:) so turtles paire that neuer meane to part. '","so you reference shakespeare to explain the song of solomon? seems rather convoluted, but whatever.",sarc
this doesnt really add up to anything more than your musings so i will take up one point. respect for your mother and father is only relevant in a society where the nuclear family is the norm. there have been some societies where this was not the norm. im afraid to say this demonstrates another example of someone that believes the world is and always was as he lives it . respect( or fear) is necessary for a functioning society but not necessarily towards parents..which is exactly what the commandment orders.,"sorry your mightiness, thank you for your graciousness of addressing us common folk.  are you really that obtuse? i swear you and easy share a brain. i clearly pointed out that this commandment talks about respect for authority. personally, i think this applies to single parents, families with 2 daddies, or children raised in an orphanage.  yet i bet somehow in the formative years of the children, they are taught some form of respect for authority.  how so? i didn't write it, i'm just commenting on it. and again, i prefer to replace 'mother and father' with authority. regardless, who says respect = fear? maybe you and easy really do share a brain...you both seem to think you can define words as you see fit to lend creedence to your arguments.",sarc
And an individual (adjective) cupcake also exists independently from me. This does not make it an individual (noun).,"You still don't get it do you, Smiley... emoticonXBanghead If cupcakes were human? It would.",sarc
"the fetus is non-sentient, so it has no 'desire'. the fetus is totally dependent on a woman's body, and has no existence without the woman's body. this is not the case with a dog. this is not the case with the woman. she is a sentient person, and not a container. she undergoes physical changes and physical risks by being pregnant. she risks, and she sacrifices, using her own body. it is selfish of a man to think he can control her body and her life. it will never have the same kind of impact on his health and on his life, that it will have on hers. not even close.","apparently you need to read up on up-to-date cases of fetus viability and premature birth success statistics. that's right, and she does it after the baby is born by caring for it as well. so? i guess you'd also be in favor of it being legal for a mother to not allow her baby to live because she has to care for it after it's born too, with that reasoning. there are many, many women in the pro-life movement. my wife is one of them and she is a lot more passionate about it than i am. (trust me, you don't want to be in a room with her after you've killed a baby!) if you think this is a men versus women issue, you are sadly mistaken.",sarc
I'm too pious...I have my wife bow in prayer for me...,Does she shampoo your beard and iron your turban too? Towel head.,sarc
"my challenge has been met? where? where?  did i assert that god did it? please find that quote. trebor is apparently atheistic, and seems to believe that god didnt do it. he offered no substantial argument that god didnt do it. the burden is on trebor (or whomever takes his position) to demonstrate that god didnt do it. i dont need to show that god did it; its trebors apparent position that god didnt do it that is in need of support. nobody has addressed #64. why is that? my challenge has been met? thats a big hoot. if somebody actually wants to argue, they should know what has already been argued, and be prepared answer the arguments presented. if you have no answer to #64, please just concede.","so, you admit defeat to a child? you have no argument and can only name call. answer my posts with something other than ad hominem or admit defeat.",sarc
"so what you're saying is that you will insist that there's no objective scientific evidence that supports the young earth account, but when it is presented for your consideration as requested, you will not only completely ignore it, but change the subject. so no comment on this evidence? http://www.halos.com/ after all, you made the absolute statement that there is no evidence for creationism at all! now back up your claim if you can, or at least refute my claim that there is evidence of the creation account. and you know what else pandion? those were some very sophisticated nomadic herdsmen to have written something that has not only survived humanities complete history, but has remained the most important book to more people than any other book that has ever been written. that's some pretty impressive nomads, dontya know!!! :)","have you ever even heard of www.google.com? http://www.google.ca/search?hl=en&q=...e+search&meta= and this is your measure of what makes something true? well then, the epic of gilgamesh, the illiad, and the oddysey must also be true by that reasoning. they've survived just as long, and are still being studied to this day for their insights into those ancient cultures.",sarc
"if you had the missing link you people would parade it around like your long lost messiah. its quite convenient to contend it doesnt really matter. but neither do the unborn children you liberals love to abort / butcher, i guess. but thats okay. build your house on a bed of quicksand and sleep tight. ignorance is bliss, i guess.",a bit over the top here eh? quicksand?...butcher babies? wow...very sensational... i have a question for ya ez? do you own any slaves? do you have a beard or long hair? have you stoned any non-virgin brides lately. seeing as though you are so adherant to the bible....i figure you at best have smited a neighbor or two this week?,sarc
"i'm just calling you on all of your excuses and justifications for the lifestyle and lies which you attempt to defend and justify. that's all... i realize being confronted with the truth is frustrating, but that's life on debate forums with grown-ups. emoticonxdonno here, try these if 4forums is too challenging for you. kid chat rooms - kid chat - zozanga esl",yeah and i suppose being confronted with reason is a challenge for you too... i mean hey i don't call your marriage a lie or your wife a whore but you can do the same to my significant other? tidings of comfort and joy to you too scrooge...,sarc
You want to restrict firearms ownership in a country on the opposite side of the world but are unwilling to as an average citrizen (sic) join this UN task force and do it yourself. You are willing to send the sons and daughters of your country on a foreign pirate raid but you won't lay your own life on the line. You sir are a coward.,"Indeed, a coward I might be, but alas you have anonymity!Sorry if I wax lyrical. How do you know what I've done with my life? I know you think yourself clever, but do you really think you are that clever? Wow!",sarc
and not that i did either... hijacking? hijacking is the seizing of something by use of force. the unborn baby was forced to be there...not the other way around. but you don't have 100% personal autonomy and never will. is this really that hard to see? well those 'slave owning white guys' (of which not all of them had slaves and most of them knew slavery needed to be ended) founded your country and established the government by which you feel protects your 'right to abortion' or 'personal autonomy'...eventhough they never established this....,"every single time you make the assisinine statement 'the baby isn't the woman's body' you downplay the part the woman's body plays. maybe it isn't the body - but it can't live without the woman's body. the owner of said body should be making decisions for said body.  when you are willing to force pregnancy against the will and without the voice of the woman who is pregnant - you are hi-jacking her body. i forget - are you one of those force the rape victim to carry the baby lifers? pretty close and i will fight you hard if you try trample one inch of it.  i still don't give a damn what they may or may have not have thought about abortion, nor was that an argument i was trying to make.",sarc
you could go there but it won't change the fact i don't agree with your ideas of what is says. you believe it is saying one thing and i believe it says something else. we have an entire supreme court to do the same sort of interpretation game with our constitution. they sit and make decisions and interpreations based on what they think it says. the bible is the same game.,"not to me, but let's not quibble about things we can't change. let's talk about something that we can change...for a change. we could argue about it forever and never change one thing that's written. how about making a proposal suited to fit those whose religious beliefs tend to make us feel inferior? or passing legislation that more medical staff be trained in 'special' fields of medicine for certain diseases so that constant referrals won't bounce us off the walls.",sarc
not only is phyllis right in calling you what you are but you clearly ignore reality. you were already called on using incorrect facts once...you might as well say 'denying abortion will cause 10000000 bagillion deaths a day',"steve if i thought i could help you i would. i was called on using incorrect facts and your shooting out words like bagillion? you need to know when you in a dream. reality is scary i understand that.  i can't make a blind man see steve, if i could i would. seems you can't make an aware man sleep as well.",sarc
"i'm not sure there are lumix dslrs. i'll have to look into it. edit: my nikon d40 came today. so far, i love it! it was a good price, it has a great selection of lenses, and i love the way it feels. i'll get some pics up soon.",do you think i would lie to you? http://panasonic.net/pavc/lumix/line_up/slr.html nice photos!,sarc
"i strongly suggest that you do more training, or change subject. emoticonxgood","oh, so now you're claiming to be a psychologist too?! wow, you sure get aroud a lot!  hmmm...a failed shrink arguing over homosexuality with actual homosexuals. what does that suggest?  tomshairybills; you are way over your head and i really hate to be the one who has to keep telling you this, but you're not doing yourself any favors by continuing to dig that hole you're in even deeper.",sarc
"maybe because thats not the question. the question is, do we get to rank humans as 'worthy to live' and 'not worthy to live'. i say no.",am i psychic or what! didnt i predict that there would be those who would avoid my question? am i good or what!,sarc
"Originally posted by voiceofreason Yeah, right. I'm not going to take that statistic seriously. It doesn't agree with the study done by the Violence Policy Center.",The VPC has a political agenda. The FBI? That is like saying I believe Coke taste better than Pepsi because the Coke commericial says so.,sarc
"Jyoshu, some statements just don't need qualifiers. Some statements are obviously meant to demonstrate a common thread regarding a group action, but not to claim the ENTIRE group commits that action.","So it's just fine if someone says ""gay people are prone to force Christians out of their towns"", eh? Interesting. emoticonXWowJust ""typical English usage"", after all ....",sarc
"so what is it you are looking for?  sympathy? yes, i'm sorry you had to go through that. i wouldn't wish that on anyone. it sounds like you definitely had a difficult time and i can understand why you may have hesitated in a decision to let him live.  are you looking for mothers always having access to medical care which you almost did not have? i agree, they all should. though i don't think you would have been turned away at most any hospital--it probably happens on rare occassion. but i agree, women should have whatever medical care they need. if you are looking for me to say that 'abortion is ok in some circumstances', i can't do that unequivocally. if the life of the mother is in definite danger, then yes.",i am looking for you to recognize that a pregnancy can't successfully happen without addressing the circumstances of the mother - whatever those may be. you can dismiss everything but health/life of the mother but i can pretty damned well assure you she won't. and whether you like it or not - the pregnancy can't succeed without her. get it? she is not a barbie you can bend to your will with law. do you see her? do you recognize that babies grow and live inside women? address all her issues or you will fail in your endeavors. oh - and i don't require your sympathy - my life is great.,sarc
"Suicide car bomber kills 10 Afghan policemen Los Angeles Times - Aimal Yaqubi - 1 hour ago Police converge on the scene of a suicide car bomb blast in Lashkar Gah, capital of the volatile Helmand province. (Sher Khan, EPA) By Laura King Los ... 5 Police Killed in Southern Afghanistanâ€_ Voice of America (blog) Suicide bomber kills 10 Afghan officers, 1 child outside police ...â€_ Washington Post 12 POLICEMEN AND A CHILD KILLED IN AFGHAN SUICIDE ATTACKâ€_ Agenzia Giornalistica Italia Attack on Afghan government compound kills 19 Suicide bomber strikes Iraqi bank, killing 12  Kandahar mayor killed by suicide bombing  Suicide Bomber Hits Troops at Port City in Yemen  Suicide bomber kills 4 at Karzai memorial service Suicide Bomber Kills 5 French Soldiers CNN.com - Suicide bombing at Israeli disco  Suicide bombing suspect 'on welfare six years' -  Pakistani Officials: Suicide Bombing Kills One Soldier, Wounds Several","But I suppose this is all MY/Our Fault too. Huh Brady?First all of Mexico's violence was my/our fault until it was found out that the ATF was actually running guns into Mexico, now what some slimeball does in Norway is my fault. Get a clue.",sarc
"jos 24:15 'if it is disagreeable in your sight to serve the lord, choose for yourselves today whom you will serve: whether the gods which your fathers served which were beyond the river, or the gods of the amorites in whose land you are living; but as for me and my house, we will serve the lord.'  ",jos 24:15? what book of the bible is that? i thought i knew the names of all the books of the bible used by protestants but i don't recognize jos.,sarc
"which is exactly why i asked  why are these opinions shallow and vaccuous? and just to push your opinion a little further, if the soul enters the new being at fertilization, then does this mean that those girls (though very rare) who are born just from an unfertilized egg have no souls. is a special case made for these human beings? one might ask the same question of the even more rare boy born of a virgin mother. i'm not saying that you are wrong. i was just wondering if your theory extends this far. smiley","as to the first part, i answered you above. regarding the second part; what in the world are you talking about? girls who are born from unfertilized eggs? and boys born of virgin mothers? can you post any evidence of these cases? beside jesus of course, because we know his father is god and that he possesses the holy spirit.",sarc
it's not as though our vocal opponents of climatological science have exactly been enlightening. we've yet to hear why they think the scientific consensus is wrong.,"we'd have define consensus first. if it is 50% + 1 then there probably is one. then after that, who is saying they are wrong? prejudice as its finest. lesz likes to stereotype people to an extreme that can never be changed. i have never told lesz my views on global warming and lesz has shown no interest in gathering facts about what others believe.",sarc
"They both were guilty of the very thing that you love to post about Simone. However Kennedy..being the terrorist loving, Mary Jo Kopechne murdering,corrupt, runt of the Kennedy litter probably was the most worthy of contempt ..at least slick Willy was worth a laugh.",Are you going to go and urinate on his grave as well?My! My! What hatred and vitriol! What does it feel like to have so black a heart?,sarc
